accuracy,dice_coefficient,loss,val_accuracy,val_dice_coefficient,val_loss
0.8828915357589722,0.3217068016529083,-0.32097285985946655,0.9564399123191833,0.042613618075847626,-0.04225924238562584
0.9416147470474243,0.42392653226852417,-0.4238089323043823,0.9773423671722412,0.6210361123085022,-0.614892840385437
0.9570107460021973,0.4760563373565674,-0.4754865765571594,0.9509573578834534,0.6081171631813049,-0.6022509932518005
0.9681003093719482,0.5293290615081787,-0.5282548666000366,0.9651644229888916,0.6745591163635254,-0.6710973381996155
0.9755494594573975,0.579788863658905,-0.5794565081596375,0.9809489250183105,0.7830595970153809,-0.7793421149253845
0.981342077255249,0.6319501399993896,-0.6318920254707336,0.9817340970039368,0.778556764125824,-0.7763097882270813
0.9851716756820679,0.6812630295753479,-0.6809548139572144,0.9889424443244934,0.8297109603881836,-0.8282940983772278
0.9891000986099243,0.7322199940681458,-0.7331355214118958,0.9884601831436157,0.836544394493103,-0.8337658047676086
0.9900069832801819,0.7670018672943115,-0.7665601968765259,0.9911465048789978,0.859259843826294,-0.8552258610725403
0.991122841835022,0.7977843284606934,-0.7987733483314514,0.9920020699501038,0.8721107244491577,-0.8692802786827087
0.992510974407196,0.8278567790985107,-0.827962338924408,0.9892158508300781,0.8621037006378174,-0.8610031604766846
0.9928766489028931,0.8482917547225952,-0.8487507700920105,0.9926505088806152,0.8806474804878235,-0.8787329196929932
0.9936131238937378,0.866806149482727,-0.8667907118797302,0.991417646408081,0.8743067979812622,-0.8727795481681824
0.9937443137168884,0.8775759339332581,-0.8783760070800781,0.9929620027542114,0.8883371353149414,-0.8858070373535156
0.9937686920166016,0.8862570524215698,-0.8860035538673401,0.9908435940742493,0.8734108209609985,-0.8728269338607788
0.9941865801811218,0.8959298133850098,-0.8963086605072021,0.9932562112808228,0.8985285758972168,-0.8959949016571045
0.9947237968444824,0.9074349403381348,-0.9075850248336792,0.9938381314277649,0.905850887298584,-0.9036750197410583
0.9948667883872986,0.9137991070747375,-0.913768470287323,0.9931432008743286,0.9024268388748169,-0.9007901549339294
0.9946194887161255,0.9146025776863098,-0.914360523223877,0.9934943914413452,0.9068888425827026,-0.9040936827659607
0.9949206709861755,0.9208962321281433,-0.9209836721420288,0.9931521415710449,0.9082416892051697,-0.908453643321991
0.9951179027557373,0.9251036643981934,-0.9250444173812866,0.9940923452377319,0.9186504483222961,-0.9164468050003052
0.9950645565986633,0.9271613955497742,-0.9272972941398621,0.9932833313941956,0.9143458604812622,-0.912868857383728
0.9952431321144104,0.9305313229560852,-0.9304487705230713,0.9941524267196655,0.9213786125183105,-0.9197145700454712
0.9952800273895264,0.9319620132446289,-0.9325800538063049,0.9933472871780396,0.9176124930381775,-0.9154804348945618
0.9955208897590637,0.936933159828186,-0.9369309544563293,0.9935417175292969,0.9190654158592224,-0.9181198477745056
0.9955101013183594,0.9376878142356873,-0.9375597834587097,0.9943108558654785,0.9264212250709534,-0.9243713021278381
0.9956689476966858,0.939232587814331,-0.9393211007118225,0.9943903088569641,0.9274526238441467,-0.9254564046859741
0.9956541061401367,0.9389826655387878,-0.939190685749054,0.9944350719451904,0.9279488325119019,-0.9259693622589111
0.9957893490791321,0.9404828548431396,-0.9406373500823975,0.9944539666175842,0.9282022714614868,-0.9262210726737976
0.9958125948905945,0.9411339163780212,-0.9411491751670837,0.9944721460342407,0.9284230470657349,-0.9264357089996338
0.995871901512146,0.9419348835945129,-0.9418351054191589,0.9945144057273865,0.9289876818656921,-0.9270459413528442
0.995881199836731,0.9416008591651917,-0.9417453408241272,0.9945333003997803,0.9292861223220825,-0.9273620843887329
0.9959056377410889,0.9423593878746033,-0.9423421621322632,0.994547426700592,0.9294918775558472,-0.9275691509246826
0.9959129691123962,0.9423494935035706,-0.9423554539680481,0.9945648908615112,0.9297022223472595,-0.9277921319007874
0.995906412601471,0.9420944452285767,-0.9420775771141052,0.9945768117904663,0.9298378229141235,-0.9279508590698242
0.9959432482719421,0.9428554177284241,-0.9428445100784302,0.9945904612541199,0.9299502372741699,-0.9280620813369751
0.9959327578544617,0.9430215954780579,-0.942878782749176,0.9946057200431824,0.9301722049713135,-0.9282782673835754
0.9959550499916077,0.9426537752151489,-0.9428120851516724,0.9946127533912659,0.9303215742111206,-0.9284458160400391
0.9959502220153809,0.942945122718811,-0.9429236054420471,0.9946311116218567,0.9305115342140198,-0.9286477565765381
0.9959875345230103,0.942945122718811,-0.9433611035346985,0.9946321249008179,0.9305665493011475,-0.9286676645278931
0.9959943294525146,0.9434638619422913,-0.9435443878173828,0.9946289658546448,0.9306914806365967,-0.9288259148597717
0.9959819912910461,0.9433685541152954,-0.9434098601341248,0.9946417808532715,0.9307945966720581,-0.9289013147354126
0.9959912896156311,0.9432948231697083,-0.943175196647644,0.9946336150169373,0.9307931661605835,-0.9289082288742065
0.9960163831710815,0.9439128637313843,-0.9437881112098694,0.9946383833885193,0.9309608340263367,-0.9291134476661682
0.9960202574729919,0.9437330365180969,-0.9437893629074097,0.9946500658988953,0.9310775995254517,-0.9291989207267761
0.9959979057312012,0.9437463283538818,-0.9436421394348145,0.9946580529212952,0.9311145544052124,-0.9292411804199219
0.9960569143295288,0.9444218277931213,-0.9444266557693481,0.9946529269218445,0.9311031103134155,-0.9292377829551697
0.9960158467292786,0.9441593289375305,-0.944158673286438,0.9946597814559937,0.9312199354171753,-0.9293602705001831
