accuracy,dice_coefficient,loss,val_accuracy,val_dice_coefficient,val_loss
0.8698083162307739,0.31444287300109863,-0.31354546546936035,0.9561448693275452,0.049758393317461014,-0.049356602132320404
0.9393405318260193,0.4112563729286194,-0.4122094511985779,0.9531558752059937,0.04855739325284958,-0.05024763196706772
0.9548466205596924,0.4648270010948181,-0.46487998962402344,0.9683926105499268,0.6319321393966675,-0.6317853927612305
0.9647992253303528,0.5112991333007812,-0.5118709802627563,0.9629789590835571,0.6285649538040161,-0.6283089518547058
0.9727038145065308,0.5618557929992676,-0.5615008473396301,0.9791582822799683,0.7224656939506531,-0.7217670679092407
0.9793499112129211,0.6149024367332458,-0.6148402094841003,0.9745978116989136,0.7104180455207825,-0.7085654735565186
0.9854352474212646,0.6772714257240295,-0.6772436499595642,0.9881077408790588,0.798239529132843,-0.7957682609558105
0.9869746565818787,0.7177855968475342,-0.7176331281661987,0.986102819442749,0.8039381504058838,-0.7995038032531738
0.9896851778030396,0.7617967128753662,-0.762099027633667,0.9897609353065491,0.8297560214996338,-0.8296405673027039
0.991256833076477,0.797828733921051,-0.7978445887565613,0.9917518496513367,0.8546860218048096,-0.8523852825164795
0.9920220375061035,0.8237066268920898,-0.8236739635467529,0.9915801286697388,0.8607592582702637,-0.8595201373100281
0.9928760528564453,0.846149742603302,-0.8460743427276611,0.9930410981178284,0.879045307636261,-0.8766485452651978
0.9935687780380249,0.8593287467956543,-0.8591668605804443,0.99321049451828,0.8682613372802734,-0.8656461834907532
0.9936128258705139,0.8623449802398682,-0.8620039820671082,0.9932304620742798,0.8641692399978638,-0.8615522980690002
0.9936942458152771,0.8625502586364746,-0.8625280857086182,0.9932637214660645,0.8624135255813599,-0.8598006963729858
0.9938551783561707,0.8642486333847046,-0.8640512228012085,0.9932359457015991,0.8627020120620728,-0.8601070046424866
0.9938382506370544,0.8645937442779541,-0.8644253611564636,0.9932526350021362,0.8633843064308167,-0.8607780933380127
0.9938493371009827,0.863724410533905,-0.8634308576583862,0.9932776689529419,0.8631513118743896,-0.8605473041534424
0.9938066005706787,0.8635559678077698,-0.8640536069869995,0.9932571649551392,0.8631489872932434,-0.8605852127075195
0.9938902258872986,0.8652457594871521,-0.8652228713035583,0.9933032393455505,0.8634039163589478,-0.8608409762382507
0.9939331412315369,0.8664935827255249,-0.8663989901542664,0.9932776689529419,0.8642982840538025,-0.8617634773254395
0.9939216375350952,0.8658508062362671,-0.8664441704750061,0.9932988286018372,0.8645997643470764,-0.8620740175247192
0.9939302802085876,0.8651252388954163,-0.8658825159072876,0.993326723575592,0.8643702268600464,-0.8618093729019165
0.9939691424369812,0.8663451671600342,-0.8660136461257935,0.9933185577392578,0.8653880953788757,-0.8628706932067871
0.9939684867858887,0.8672612905502319,-0.8672304153442383,0.9932489395141602,0.8643381595611572,-0.8618465662002563
